,Airport: Name,lat,long
453,MINUTE MAN AIR FIELD,42.4615211,-71.51684569999999
454,IOWA FALLS MUNICIPAL ARPT,42.4705373,-93.2619534
455,WILLOW RUN ARPT,42.2378031,-83.5242868
456,FELTS FIELD ARPT,47.6799501,-117.3208386
457,SIMON BOLIVAR INTL,10.5972583,-67.0053373
458,MORGANTOWN MUNICIPAL ARPT,39.64529599999999,-79.920321
459,KEOKUK MUNICIPAL ARPT,40.4601972,-91.4276646
460,MID-DELTA REGIONAL,33.4819016,-90.99037709999999
461,GREAT FALLS INTL,47.4825016,-111.3566299
462,ROOKE FIELD ARPT,0.0,0.0
463,RENTON MUNICIPAL ARPT,47.4919176,-122.2175062
464,VALDOSTA REGIONAL,30.7892346,-83.27882269999999
465,JUNEAU INTL ARPT,58.3579806,-134.5831791
466,DENTON MUNICIPAL ARPT,33.20119,-97.19658199999999
467,OUTAGAMIE COUNTY REGIONAL,44.2605,-88.5111
468,LEWISTON-NEZ PERCE CO ARPT,46.3772659,-117.0111541
469,LEE'S SUMMIT MUNICIPAL ARPT,38.96105540000001,-94.37745079999999
470,BLANDING MUNICIPAL,37.6241646,-109.478177
471,MARIANNA MUNICIPAL ARPT,30.8377439,-85.1837396
472,CAPITAL CITY (MI),42.732535,-84.5555347
473,EAST MIDLANDS,0.0,0.0
474,GANSNER FIELD,39.9438314,-120.9469842
475,SAN CARLOS ARPT,37.5153754,-122.2503052
476,CENTENNIAL ARPT,39.57510329999999,-104.8451384
477,MONROE COUNTY,43.2841246,-77.7452081
478,ORANJESTAD/REINA BEA,12.5023868,-70.009224
479,LAKE BARKLEY STATE PK ARPT,36.849967,-87.932064
480,BAIYUN AIRPORT,23.3959079,113.3079699
481,LAREDO INTL,27.5447829,-99.4613589
482,MID-OHIO VALLEY REGIONAL,39.3450497,-81.43819479999999
483,WILKES-BARRE/SCRANTON INTL,41.3377564,-75.7237821
484,HILTON HEAD ISLAND,32.216316,-80.752608
485,CHARLESTON EXECUTIVE ARPT,32.6990607,-80.005979
486,BLOOMINGTON/NORMAL,40.5478429,-88.86469799999999
487,FLOYD BENNETT MEMORIAL,43.3419248,-73.60884899999999
488,MERRIT ISLAND ARPT,28.3424508,-80.6889434
489,KIPNUK ARPT,59.93295149999999,-164.0279075
490,CARSON ARPT,39.19305600000001,-119.73425
491,LAKE CITY MUNICIPAL ARPT,33.8544599,-79.76767389999999
492,VERMILION REGIONAL ARPT,40.2005729,-87.60136399999999
493,WM FAIRCHILD INTL ARPT,48.1188352,-123.498044
494,EDMONTON INTL,53.3054374,-113.5773808
495,SOLBERG-HUNTERDON,40.5800451,-74.73488979999999
496,BOMBAY/MUMBAI,19.0759837,72.8776559
497,LORAIN COUNTY REGIONAL ARPT,41.3423166,-82.1773553
498,TRI-CITIES,46.2349999,-119.2233014
499,ELEFTHERIOS VENIZELOS INTL,37.9356467,23.9484156
500,MCCOOK MUNICIPAL ARPT,40.20752239999999,-100.5969946
501,WILLOW ISLAND AIRPARK,0.0,0.0
502,KAOHSIUNG INTL,22.574629,120.3448068
503,BARNSTABLE MUNICIPAL,41.6673379,-70.2847445
504,KANSAI INTL,34.4320024,135.2303939
505,SAN PEDRO - SULA,15.5038827,-88.01386190000001
506,HANCOCK COUNTY-BAR HARBOR,44.3876119,-68.2039123
507,FERGUS FALLS MUNICIPAL ARPT,46.2850335,-96.1541912
508,BEAVER ISLAND ARPT,45.6927129,-85.56126479999999
509,DELTA COUNTY ARPT,45.7181005,-87.09455419999999
510,JOSLIN FIELD - MAGIC VALLEY REGIONAL,42.4833496,-114.4847165
511,WEST BEND MUNICIPAL ARPT,43.4245986,-88.1292266
512,BRUSSELS NATIONAL,50.900999,4.4855744
513,MARTHAS VINEYARD,41.3804981,-70.645473
514,MONTEREY PENINSULA,36.6286111,-121.9305556
515,LAMONI MUNICIPAL ARPT,40.633331,-93.902168
516,OHIO STATE UNIVERSITY,40.0066723,-83.0304546
517,EL MONTE ARPT,34.0848443,-118.033012
518,BROOKINGS MUNICIPAL ARPT,44.3042259,-96.806694
519,MANAS INTL,43.6592217,-79.6012794
520,ANKENY REGIONAL,41.6905391,-93.56707279999999
521,CHICAGO EXECUTIVE ARPT,42.1170686,-87.9011312
522,ALMATY INTL ARPT,43.3499265,77.02528939999999
523,NEW BRAUNFELS MUNICIPAL ARPT,29.6988659,-98.03858579999999
524,ANOKA COUNTY-BLAINE,45.1607987,-93.23494889999999
525,SPIRIT OF ST LOUIS,38.61701660000001,-90.2110242
526,BAUDETTE INTL ARPT,48.7266716,-94.60954939999999
527,BENITO JUAREZ INTL,19.4360762,-99.07190829999999
528,DANBURY MUNICIPAL ARPT,41.3715755,-73.480103
529,MODESTO CITY-COUNTY,37.6269954,-120.9560394
530,DALLAS EXECUTIVE ARPT,32.6806895,-96.8671846
531,MILLVILLE MUNICIPAL ARPT,39.3712962,-75.0709675
532,ELOY ALFARO INTL,-0.9529062,-80.68415499999999
533,INCHEON INTL,37.4601908,126.4406957
534,OAKLAND COUNTY INTL,42.6640988,-83.4202318
535,MURFREESBORO MUNICIPAL ARPT,35.876983,-86.3807137
536,NATRONA COUNTY INTL,42.89727509999999,-106.4648786
537,WILLIAM B HEILIG FIELD,41.8695184,-103.5934309
538,WILLIAM M TUCK ARPT,36.7097086,-78.8491773
539,RALPH WIEN MEMORIAL ARPT,66.8873727,-162.5867167
540,ARKANSAS INTERNATIONAL ARPT,35.9579513,-89.949274
541,WHEELING OHIO COUNTY ARPT,40.1814632,-80.6473676
542,SANTA FE DE BOGOTA,4.6121433,-74.0708166
543,RUTLAND STATE ARPT,43.5280396,-72.95047389999999
544,SPRINGERVILLE MUNICIPAL,34.1333799,-109.2859196
545,LAUGHLIN BULLHEAD INTL,35.1562931,-114.5584335
546,CHESTERFIELD COUNTY ARPT,37.4073638,-77.5211334
547,MACOMB MUNICIPAL ARPT,40.5166448,-90.65639519999999
548,DUTCHESS COUNTY ARPT,41.6267187,-73.8841832
549,GRAND CANYON WEST,35.9876863,-113.8206232
550,PUNTA GORDA ARPT,26.9182483,-81.99664070000001
551,HAYWARD EXECUTIVE ARPT,37.6628524,-122.1216304
552,SACRAMENTO EXECUTIVE ARPT,38.5138538,-121.4983941
553,MACKINAC ISLAND ARPT,45.863789,-84.6342894
554,NORTH CENTRAL WEST VIRGINIA ARPT,39.2967239,-80.231201
555,UNIV OF OKLAHOMA WESTHEIMER ARPT,35.2409761,-97.4680511
556,WITTMAN REGIONAL ARPT,43.9940218,-88.5513204
557,HELENA REGIONAL,34.5102191,-90.6271793
558,SANTA FE MUNICIPAL,35.6376518,-106.01886
559,TUSCALOOSA MUNICIPAL,33.2099075,-87.5647532
560,TOCUMEN INTL,9.066859899999999,-79.3871272
561,WHITEMAN AIRPORT,34.2598054,-118.4119289
562,HEMET-RYAN ARPT,33.7300616,-117.0222078
563,WORCESTER REGIONAL,42.26811379999999,-71.87344039999999
564,TREVISO ARPT,45.6532764,12.2020813
565,SONOMA COUNTY ARPT,38.5080591,-122.8134078
566,SEDONA ARPT,34.8497076,-111.7900916
567,DONALDSON CENTER ARPT,34.7556467,-82.3745441
568,NEW BEDFORD REGIONAL ARPT,41.6734681,-70.9573513
569,HAMILTON,37.9426096,-96.19513200000002
570,SEYMOUR MUNICIPAL,44.5149879,-88.3303798
571,EPHRAIM- FISH CREEK,45.1277423,-87.2472693
572,OGDENSBURG INTL ARPT,44.6820927,-75.47682979999999
573,NUT TREE AIRPORT,38.3753882,-121.9596218
574,TRENTON MERCER ARPT,40.2769993,-74.8179505
575,CIAMPINO (ROME),41.802425,12.6021389
576,EVERETT-STEWART MUNICIPAL ARPT,36.3826566,-88.9825951
577,TANSONNHAT,10.8184631,106.6588245
578,PENANG INTL,5.2959932,100.2751639
579,CAPE MAY COUNTY ARPT,39.0054012,-74.9081798
580,ARCATA AIRPORT,40.9709197,-124.1065825
581,MARSHALL ISLANDS INTL ARPT,7.0690279,171.2828766
582,MERRILL MUNICIPAL ARPT,45.2004708,-89.70789660000001
583,POTSDAM MUNICIPAL ARPT,44.6754341,-74.9537429
584,CHICO MUNICIPAL ARPT,39.7990801,-121.8548167
585,LOS CABOS INTL,22.9459372,-109.936115
586,SALINAS MUNICIPAL ARPT,36.6646621,-121.6132755
587,FULLERTON MUNICIPAL ARPT,33.8718561,-117.9794311
588,BELLINGHAM INTL,48.7955792,-122.5330642
589,ST. LUCIE COUNTY INTL ARPT,27.4882396,-80.365988
590,SUGAR LAND REGIONAL ARPT,29.6272669,-95.65288969999999
591,PINE MOUNTAIN LAKE ARPT,37.8602308,-120.177437
592,VIRACOPOS-CAMPINAS INTL ARPT,-23.008205,-47.13756850000001
593,PRINCESS JULIANA,18.0418698,-63.1130821
594,ELKO REGIONAL ARPT,40.8278188,-115.786212
595,BERT MOONEY,45.9551935,-112.5021977
596,DARE COUNTY REGIONAL ARPT,35.9176673,-75.7039489
597,GRIFFING SANDUSKY ARPT,41.5110181,-82.8699695
598,PARIS MUNICIPAL,48.856614,2.3522219
599,JIM HOGG COUNTY AROT,27.3081366,-98.6779327
600,FRONT RANGE ARPT,39.7900761,-104.5497292
601,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,35.5783293,-79.1056569
602,INDIRA GANDHI INTL,28.5561624,77.0999578
603,MUNICH INTL ARPT,48.3536972,11.775111
604,FRANKLIN FIELD ARPT,38.305887,-121.4297127
605,OHIO UNIVERSITY ARPT,39.210719,-82.223747
606,FALCON FIELD ARPT,33.4574305,-111.727417
607,MANASSAS REGIONAL ARPT,38.7242662,-77.51565029999999
608,KISSIMMEE GATEWAY ARPT,28.2953051,-81.436792
609,CHEYENNE REGIONAL ARPT,41.1531625,-104.8109805
610,YAKUTAT ARPT,59.50942140000001,-139.6689486
611,ROTA,42.41711,-71.729445
612,LAWRENCE SMITH MEMORIAL ARPT,38.6143047,-94.3419133
613,PETER PRINCE FIELD ARPT,30.637275,-86.995092
614,WEST BRANCH COMMUNITY ARPT,44.2457334,-84.1870297
615,CLINTON-SHERMAN ARPT,35.342855,-99.1968869
616,ENID WOODRING REGIONAL ARPT,36.3837852,-97.78713979999999
617,SUSANVILLE MUNICIPAL ARPT,40.3765305,-120.5783522
618,NANTUCKET MEMORIAL,41.2569516,-70.0637506
619,DEXTER B FLORENCE MEMORIAL FIELD ARPT,34.0940878,-93.0713944
620,GROSSE ILE MUNICIPAL ARPT,42.1066703,-83.1641751
621,OUTLAW FIELD ARPT,36.62177399999999,-87.41904099999999
622,BESSEMER ARPT,33.313076,-86.92277519999999
623,KINGMAN,35.189443,-114.0530065
624,MANAGUA INTL ARPT,12.1444609,-86.1710823
625,MELBOURNE INTL,28.1012659,-80.645078
626,YUBA COUNTY ARPT,39.0967457,-121.5695571
627,DANIEL ODUBER QUIROS INTL,10.6006042,-85.53580029999999
628,NAGOYA JAPAN,35.18145060000001,136.9065571
629,BOCA RATON ARPT,26.3829882,-80.10128259999999
630,RUSSELLVILLE REGIONAL ARPT,35.2609546,-93.0978507
631,HESLER-NOBLE FIELD ARPT,31.66646729999999,-89.1696939
632,SAN LUIS COUNTY REGIONAL ARPT,35.2375635,-120.6420134
633,WILLIAMSPORT,41.2411897,-77.00107860000001
634,MILLER AIR PARK ARPT,39.9257646,-74.2939871
635,SCHOLES INTL ARPT AT GALVESTON,29.2674865,-94.8553314
636,GENERAL RAFAEL BUELNA INTL,23.167125,-106.2701069
637,CONCORD REGIONAL ARPT,35.3804727,-80.7139661
638,CALGARY INTL,51.1215031,-114.0076156
639,AUBURN MUNICIPAL ARPT (WA),47.3261957,-122.2242996
640,FERIHEGY ARPT,47.4384587,19.2522958
641,JACQUELINE COCHRAN REGIONAL ARPT,33.6350918,-116.1616669
642,SIOUX GATEWAY ARPT,42.4053135,-96.3837817
643,PONCA CITY MUNICIPAL ARPT,36.7291939,-97.1004509
644,STENNIS INTL ARPT,30.37256979999999,-89.4514346
645,SOUTHERN CALIFORNIA LOGISTICS,34.5839839,-117.3787064
646,LOGAN-CACHE ARPT,41.7833988,-111.8543095
647,SOUTH JERSEY REGIONAL ARPT,39.9398384,-74.8432617
648,ARNOLD FIELD ARPT,43.2971929,-82.6078131
649,SAN BERNARDINO INTL ARPT,34.1005251,-117.24671
650,KNOXVILLE DOWNTOWN ISLAND ARPT,35.9621162,-83.8732757
651,DOTHAN REGIONAL ARPT,31.3148738,-85.44872099999999
652,ONA AIRPARK ARPT,38.4401823,-82.2012948
653,ARLINGTON MUNICIPAL ARPT (TX),32.6657223,-97.09148979999999
654,ALLIANCE MUNICIPAL ARPT,42.0619091,-102.806985
655,ABILENE REGIONAL ARPT,32.4118941,-99.6800464
656,DANIEL FIELD ARPT,33.4661169,-82.0353969
657,MANHATTAN REGIONAL,39.1371223,-96.6699273
658,ONEIDA COUNTY ARPT,45.6262146,-89.463867
659,LAWTON-FORT SILL REGIONAL ARPT,34.5693979,-98.4156182
660,WINNIPEG INTL,49.9056155,-97.2233109
661,CUYAHOGA COUNTY ARPT,41.566839,-81.4893158
662,DOVER AIR FORCE BASE,39.12773,-75.4684352
663,NORTH LAS VEGAS,36.1988592,-115.1175013
664,ROBT L BRADSHAW INTL,17.311215,-62.7140996
665,SIDNEY MUNICIPAL AR[T,40.2872793,-84.15349619999999
666,GUAM INTL ARPT,13.4852976,144.8008119
667,AUBURN-LEWISTON MUNICIPAL,44.048795,-70.287055
668,WRANGELL ARPT,56.4850237,-132.3795998
669,SAIPAN INTL,15.1197429,145.7282789
670,LAWRENCE J TIMMERMAN ARPT,43.1151306,-88.03231
671,TOMPKINS COUNTY ARPT,42.4910812,-76.4584974
672,OKMULGEE REGIONAL  ARPT,35.6669578,-95.9524756
673,SYDNEY INTL ARPT,-33.9399228,151.1752764
674,BLYTHEVILLE MUNICIPAL ARPT,35.9369503,-89.83223740000001
675,JACKSONVILLE NAS (TOWERS FIELD),30.2230864,-81.6851945
676,BEVERLY MUNICIPAL ARPT,42.5843983,-70.9153075
677,JOHN H BATTEN ARPT,42.7589337,-87.8204356
678,W K KELLOGG ARPT,42.298663,-85.2578135
679,EASTON/NEWMAN FIELD ARPT,38.8114304,-76.06473989999999
680,COLONEL JAMES JABARA ARPT,37.747501,-97.221107
681,CAMDENTON MEMORIAL ARPT,37.97472399999999,-92.691666
682,ELMIRA/CORNING MUNICIPAL,42.1604316,-76.8921794
683,BERMUDA DUNES ARPT,33.745641,-116.270726
684,MASON CITY MUNICIPAL,39.3537751,-84.30767519999999
685,SIERRA VISTA MUNICIPAL,31.59195059999999,-110.3288002
686,PERRY MUNICIPAL ARPT,36.2694855,-97.28167619999999
687,RICHARD B RUSSELL,34.178065,-82.76135699999999
688,PORTER COUNTY MUNICIPAL,41.466512,-87.06285199999999
689,NEW TOKYO INTL,35.7719867,140.3928501
690,STOCKTON METRO,37.8968929,-121.2514811
691,SOUTHERN ILLINOIS,37.7079717,-89.2229983
692,COLUMBUS MUNICIPAL ARPT (IN),39.25566389999999,-85.8971316
693,KETCHIKAN INTL ARPT,55.3554106,-131.7105604
694,CHAUTAUQUA COUNTY/JAMESTOWN ARPT,42.15274609999999,-79.25914759999999
695,PAGO PAGO INTL,-14.3289519,-170.7131661
696,PUNTA CANA INTL,18.5632813,-68.36849310000001
697,YELLOWSTONE REGIONAL,44.520442,-109.0225794
698,CAPITAL (BEIJING),39.90419989999999,116.4073963
699,GENERAL IGNACIO P GARCIA INTL,29.0900482,-111.0519677
700,FULTON COUNTY ARPT,33.7762621,-84.52209870000002
701,ANDERSON REGIONAL,32.3724894,-88.6992739
702,ANNISTON METROPOLITAN ARPT,33.5900919,-85.851479
703,SUNRIVER,43.8693935,-121.4333539
704,ST. LUCIA-VIGIE,14.0190917,-60.99619899999999
705,COASTAL CAROLINA REGIONAL ARPT,35.0735481,-77.04124259999999
706,KENMARE MUNICIPAL ARPT,0.0,0.0
707,MC ALESTER REGIONAL ARPT,34.8848645,-95.784645
708,CHANDLER MUNICIPAL ARPT,33.271614,-111.8133
709,MILLINGTON REGIONAL JETPORT ARPT,35.3494374,-89.8698184
710,SPRINGFIELD BECKLEY MUNICIPAL,39.8431394,-83.8436718
711,MONTROSE REGIONAL ARPT,38.5002349,-107.8992134
712,FORT DODGE REGIONAL,42.5520668,-94.18298329999999
713,FLYING CLOUD ARPT,44.8271762,-93.46107769999999
714,PANGBORN MEMORIAL,47.398951,-120.206495
715,GATWICK - LONDON,51.1536621,-0.1820629
716,PADGHAM FIELD,42.53002619999999,-85.8191842
717,SALINA MUNICIPAL,38.8402805,-97.61142369999999
718,HENRY E ROHLSEN ARPT,17.6994979,-64.79746960000001
719,SANFORD REGIONAL ARPT,43.401197,-70.710551
720,JEFFERSON COUNTY INTL,48.0576838,-122.8106263
721,MADISON COUNTY ARPT,39.934651,-83.4641807
722,LAKELAND LINDER REGIONAL,27.9945173,-82.0143138
723,WADENA MUNICIPAL,46.4424614,-95.1361386
724,PROVIDENCIALES INTL,21.7763463,-72.27133400000001
725,SHEREMETYEVO INTL,55.9736482,37.412503
726,DURANGO-LA PLATA CO,37.27528,-107.8800667
727,JOHNSTOWN-CAMBRIA,40.32674069999999,-78.9219698
728,STEWART INTL AIRPORT,41.4984032,-74.1008627
729,EDWARDS AIR FORCE BASE,34.9240314,-117.8912085
730,CORTEZ MUNICIPAL ARPT,37.3044395,-108.6299667
731,HOUMA-TERREBONNE ARPT,29.5663964,-90.65749369999999
732,ZURICH,47.3768866,8.541694
733,ANGOLA,-11.202692,17.873887
734,NEWARK-HEATH ARPT,40.0229849,-82.4630463
735,LIVERMORE MUNICIPAL ARPT,37.6960965,-121.8196537
736,CIUDAD DEL ESTE GARCIA,-25.5163685,-54.6138029
737,CHIPPEWA COUNTY INTL ARPT,46.2577577,-84.4744174
738,DODGE CITY REGIONAL ARPT,37.7601737,-99.96737669999999
739,CLINTON FIELD ARPT,39.502259,-83.86353299999999
740,KINSTON REGL JETPORT,35.3247252,-77.6113604
741,MEADOW LAKE ARPT,38.9524739,-104.5704044
742,MERIDEN MARKHAM MUNICIPAL ARPT,41.5091612,-72.8286031
743,PIERRE REGIONAL ARPT,44.383171,-100.2968215
744,PALO ALTO ARPT OF SANTA CLARA COUNTY,37.4550078,-122.1107903
745,BRACKETT FIELD ARPT,34.091507,-117.7820837
746,HAWTHORNE MUNICIPAL ARPT,33.922306,-118.3271026
747,AUGUSTA STATE,33.4755276,-82.02332830000002
748,NEWTON FIELD ARPT,45.6317446,-70.2472669
749,KOKOMO MUNICIPAL ARPT,40.5277802,-86.0580044
750,H L SONNY CALLAHAN ARPT,30.4645793,-87.8794429
751,TULIP CITY ARPT,42.7429177,-86.1069265
752,GRATIOT COMMUNITY,43.3774726,-84.66379169999999
753,UNIVERSITY PARK ARPT,40.8499873,-77.8486889
754,HAMPTON ROADS EXECUTIVE,36.7777605,-76.4474335
755,LEIPZIG-HALLE,51.4220814,12.2203805
756,HARTNESS STATE ARPT,43.3427903,-72.5185418
757,GLENDALE MUNICIPAL ARPT,33.5295984,-112.2974244
758,NORTHERN MAINE REGIONAL,46.6922264,-68.04525
759,SMYRNA ARPT,36.004326,-86.52589499999999
760,ALLEGHENY COUNTY ARPT,40.3523988,-79.92704619999999
761,GREENWOOD LAKE ARPT,41.1291983,-74.3428648
762,STEVENSVILLE,46.50992249999999,-114.0931588
763,ANDREWS UNIV AIRPARK,41.9505557,-86.3639159
764,OCEANA NAVAL AIR STATION,36.8206445,-76.0278013
765,AURORA MUNICIPAL ARPT,41.7681269,-88.4660789
766,HAYS REGIONAL,38.853909,-99.273786
767,LANSING MUNICIPAL ARPT,41.5341439,-87.5318223
768,CEDAR CITY REGIONAL,37.6955973,-113.0987798
769,GUNNISON COUNTY,38.6437083,-107.0067031
770,CUSTER ARPT,41.938277,-83.4343377
771,WARSAW MUNICIPAL (IN),41.2381,-85.8530469
772,GRAND CANYON NATIONAL,35.9970177,-112.1219618
773,PRIVATE AIR STRIP,35.4969073,-97.3741654
774,ST LOUIS REGIONAL,38.627385,-90.1921993
775,PHOENIX GOODYEAR ARPT,33.4245691,-112.3729813
776,MIDDLETON MUNI MOREY FIELD,43.1128523,-89.5312999
777,GREGG COUNTY ARPT,32.3876264,-94.71911860000002
778,ALTUS/QUARTZ MOUNTAIN RGNL ARPT,34.6969154,-99.335544
779,VIENNA INTL,48.1126125,16.5755139
780,HEFNER-EASLEY AIRSTRIP,35.96323,-95.3422793
781,STOCKTON MUNICIPAL ARPT,37.6642333,-93.81532299999999
782,M GRAHAM CLARK - TANEY COUNTY ARPT,36.61990249999999,-93.2254892
783,NASH FIELD INDIANOLA (PVT),41.3067228,-93.56749029999999
784,BEAUFORT COUNTY ARPT,32.4114871,-80.6344771
785,ELKHART-MORTON COUNTY ARPT,36.99926,-101.8860416
786,NORTHEAST PHILADELPHIA ARPT,40.078124,-75.0098314
787,HENRY TIFT MYERS ARPT,31.4278485,-83.4907078
788,WALLA WALLA REGIONAL,46.0873172,-118.2844589
789,FRIDAY HARBOR ARPT,48.5248261,-123.0261849
790,KILLEEN/FT HOOD REGIONAL,31.06324439999999,-97.81902099999999
791,AUSTIN-BERGSTROM INT,30.19747109999999,-97.66635289999999
792,MAJORS ARPT,33.0691653,-96.070567
793,PITTSFIELD MUNICIPAL (ME),44.7825145,-69.3833847
794,SELDOVIA,59.4380556,-151.7113889
795,RICHARD I BONG ARPT,46.6876941,-92.09199459999999
796,SOUTH ALBANY ARPT,42.560139,-73.835392
797,BARNES MUNICIPAL ARPT,42.1583986,-72.7156067
798,CENTRAL WISCONSIN ARPT,44.784201,-89.67268
799,MONROE-WALTON COUNTY,33.7948364,-83.713229
800,GREELEY-WELD COUNTY ARPT,40.4263688,-104.6368146
801,MACTAN-CEBU INTL,10.318134,123.978584
802,GUAYMAS INTL,27.9701272,-110.9219901
803,ALEXANDRIA INTL,31.3274112,-92.5451856
804,MUIR ARMY AIRFIELD,40.435691,-76.5676071
805,COOK COUNTY ARPT,31.1373583,-83.448117
806,ST. MARYS COUNTY REGIONAL,38.3154425,-76.5505739
807,BRAZORIA COUNTY ARPT,29.1109467,-95.4590841
808,MOFFETT FEDERAL AIRFIELD,37.4094963,-122.0510589
809,TRIPLE W ARPT,35.619695,-78.700135
810,OCEANSIDE  MUNICIPAL ARPT,33.2170008,-117.3513943
811,WINSTON FIELD ARPT,32.7008334,-100.9470087
812,MILLER FIELD ARPT,42.8611602,-100.5490264
813,EDWARD F KNAPP STATE ARPT,44.1998344,-72.560785
814,NORMAN MANLEY INTL,17.9375649,-76.7789935
815,PINCKNEYVILLE-DU QUOIN,38.0114393,-89.2361935
816,TAHITI FAAA,-17.5601684,-149.6079455
817,ROBERTSON FIELD,41.6911731,-72.8661882
818,LEESBURG INTL ARPT,28.8263931,-81.80049129999999
819,MCCORD FIELD ARPT,47.13344739999999,-122.485855
820,TRAVIS AIR FORCE BASE,38.2721187,-121.9398577
821,ANIMAS AIR PARK,37.2058393,-107.8661156
822,PATRICK AIR FORCE BASE,28.2394645,-80.60751719999999
823,MOODY AIR FORCE BASE,30.968611,-83.19305399999999
824,PETALUMA MUNICIPAL ARPT,38.2580396,-122.6086318
825,WRIGHT-PATTERSON AIR FORCE BASE,39.8137298,-84.05374479999999
826,DULUTH INTL ARPT,46.8387531,-92.1800102
827,BIG SANDY REGIONAL ARPT,37.7509434,-82.6367353
828,CHARLOTTESVILLE-ALBEMARLE ARPT,38.1394877,-78.4516149
829,CRYSTAL ARPT,45.0607236,-93.3555397
830,CASTLE ARPT,37.3734598,-120.5730887
831,ASHE COUNTY,36.4339674,-81.47183869999999
832,ANDREWS AIR FORCE BASE,38.7965203,-76.8836261
833,NEVADA COUNTY AIR PARK,39.22291209999999,-121.0051831
834,SANTIAGO INTL,-33.3897799,-70.7944273
835,BIRD FIELD AIRPORT,41.1326828,-100.6979522
836,ALTOONA-BLAIR COUNTY,40.5186809,-78.3947359
837,MIDLAND AIRPARK,32.0332897,-102.1008512
838,SCOTTSDALE ARPT,33.620429,-111.9152945
839,YUMA MCAS/YUMA INTL ARPT,32.6563828,-114.5814686
840,BUFFALO AIRFIELD ARPT,42.8620837,-78.71786019999999
841,IMPERIAL COUNTY ARPT,32.835205,-115.5723977
842,ST GEORGE MUNICIPAL ARPT,37.0308263,-113.5089302
843,VANDENBERG AIR FORCE BASE,34.7420267,-120.5724404
844,KENT STATE UNIVERSITY,41.1455594,-81.33928829999999
845,GEORGETOWN MUNICIPAL ARPT,30.6819253,-97.67362829999999
846,YOUNGSTOWN ELSER METRO,40.9614023,-80.6736119
847,LOPEZ ISLAND ARPT,48.48532100000001,-122.9372756
848,HARVEY FIELD,47.90734639999999,-122.09985
849,SOLDOTNA AIRPORT,60.478892,-151.0327949
850,GILLESPIE COUNTY,30.31499299999999,-98.92453429999999
851,JOHNSON COUNTY EXECUTIVE ARPT,38.8486279,-94.7377916
852,BRUCE CAMPBELL FIELD,32.4391083,-90.1029109
853,MARCH ARB ARPT,33.890884,-117.2617329
854,COLEMAN A YOUNG MUNICIPAL ARPT,42.4090864,-83.00382359999999
855,HENRI COANDA INTL ARPT,44.5707306,26.0844123
856,FREEPORT INTL,26.5481476,-78.69626989999999
857,BASEL-MULHOUSE-FREIBURG,47.5981647,7.525485499999999
858,NAS JRB FORT WORTH,32.7750793,-97.4237241
859,PAGE FIELD ARPT,26.5852027,-81.86358349999999
860,ALBERT J ELLIS,34.8291316,-77.60688429999999
861,LIBERAL MUNICIPAL,37.0430812,-100.920999
862,BROOKS COUNTY,27.0273057,-98.2212979
863,PIARCO TRINIDAD,10.6027182,-61.3326862
864,CHIPPEWA VALLEY REGIONAL ARPT,44.8622211,-91.48222190000001
865,DELAND MUNICIPAL ARPT,29.0607796,-81.2833115
866,FARMINGTON REGIONAL,37.7827766,-90.42006549999999
867,MIDDLE PENINSULA REGIONAL ARPT,37.5236025,-76.7627254
868,MATINICUS ISLAND ARPT,43.8691204,-68.8924974
869,CLAYTON COUNTY ARPT- TARA FIELD,33.3907733,-84.3251021
870,PRINCETON MUNICIPAL,40.3572976,-74.6672226
871,SUVARNABHUMI INTL ARPT (NEW BANGKOK ),13.6899991,100.7501124
872,SCHENECTADY COUNTY,42.8493445,-73.98300290000002
873,PATUXENT RIVER NAS,38.2750753,-76.4463107
874,COLES COUNTY MEMORIAL ARPT,39.4825096,-88.2831726
875,WALKER FIELD (IA),42.28669,-91.7841182
876,WATTS-WOODLAND ARPT,38.676692,-121.869453
877,GUSTAVUS ARPT,58.4215982,-135.7021945
878,LONDON-LUTON ARPT,51.87626460000001,-0.3717471
879,DILLANT-HOPKINS ARPT,42.9064535,-72.2726019
880,OCEAN REEF CLUB,25.3157875,-80.2797525
881,HURON REGIONAL ARPT,44.3850656,-98.2228224
882,LEE GILMER MEMORIAL ARPT,34.2736671,-83.8315121
883,ARANSAS COUNTY ARPT,28.086773,-97.044556
884,SKY HARBOR,33.4372686,-112.0077881
885,POCATELLO MUNICIPAL ARPT,42.9055766,-112.5886283
886,NORTH PLATTE REGIONAL,41.1326828,-100.6979522
887,NEW GARDEN,40.4937616,-77.11280719999999
888,BRADFORD REGIONAL,41.9609342,-78.6594003
889,GENESEE COUNTY ARPT,43.0295062,-78.1692388
890,GRANTLEY ADAMS BARBA,0.0,0.0
891,SOUTHWEST MICHIGAN REGIONAL,42.1273513,-86.4257078
892,WASHINGTON COUNTY,45.5469616,-123.1386021
893,ARLINGTON MUNICIPAL ARPT (WA),48.160756,-122.1522129
894,YELLOWSTONE ARPT,44.6867178,-111.1145613
895,PROVO MUNICIPAL ARPT,40.2180508,-111.7222357
896,DEER PARK ARPT,47.9660701,-117.4358349
897,STANSTEAD-LONDON,51.8860181,0.2388661
898,ZELIENOPLE MUNICIPAL,40.7945096,-80.1367271
